Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Toyota Tsusho,Japan,JPN,Coal Mining,No,large,JP3635000007,6900580,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Tractor Supply,United States of America,USA,Consumer Services,No,medium,US8923561067,2900335,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No
Trane Technologies,United States of America,USA,Industrials,Yes,large,IE00BK9ZQ967,BK9ZQ96,01/12/2024,05/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Trane Technologies,United States of America,USA,Industrials,Yes,large,IE00BK9ZQ967,BK9ZQ96,01/11/2023,09/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
TransAltaoration,Canada,CAN,Electricity Utilities,No,small,CA89346D1078,2901628,01/12/2024,05/03/2024,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
TransAltaoration,Canada,CAN,Electricity Utilities,No,small,CA89346D1078,2901628,01/11/2023,05/05/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
TransDigm,United States of America,USA,Industrials,No,large,US8936411003,B11FJK3,01/12/2024,05/02/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Transocean,United States of America,USA,Oil & Gas (Other),No,small,CH0048265513,B3KFWW1,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Transurban Group,Australia,AUS,Industrials,No,large,AU000000TCL6,6200882,01/12/2024,05/01/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Travelers Cos,United States of America,USA,Financials,No,large,US89417E1091,2769503,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
Trelleborg,Sweden,SWE,Industrials,No,medium,SE0000114837,4902384,01/12/2024,05/01/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Trex Company,United States of America,USA,Industrials,No,small,US89531P1057,2483074,01/12/2024,04/03/2024,2,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Trina Solar,China,CHN,Oil & Gas (Other),No,large,CNE100003ZR0,BMGX8H9,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Tripod Technology Corp,Taiwan,TWN,Industrials,No,small,TW0003044004,6305721,01/12/2024,25/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,Yes,Yes,No,No,No,No,No,No
Tronox,United States of America,USA,Chemicals,No,small,GB00BJT16S69,BJT16S6,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Tronox,United States of America,USA,Chemicals,No,small,GB00BJT16S69,BJT16S6,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Truist Financial Corporation,United States of America,USA,Financials,No,large,US89832Q1094,BKP7287,01/12/2024,05/02/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Tsingtao Brewing,China,CHN,Consumer Goods,No,large,CNE0000009Y3,6902854,01/12/2024,02/01/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Tube Investments of India,India,IND,Industrials,No,large,INE974X01010,BD3R8D7,01/12/2024,22/02/2024,1,new,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Tung Ho Steel,Taiwan,TWN,Steel,No,small,TW0002006004,6907310,01/12/2024,19/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
Tung Ho Steel,Taiwan,TWN,Steel,No,small,TW0002006004,6907310,01/11/2023,28/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Tupras (T Petr Raf),Turkey,TUR,Oil & Gas (Other),No,large,TRATUPRS91E8,B03MYT9,01/12/2024,05/06/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,Yes,Yes,No,No,No,No
Turkish Airlines,Turkey,TUR,Airlines,No,medium,TRATHYAO91M5,B03MYK0,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Turkish Airlines,Turkey,TUR,Airlines,No,medium,TRATHYAO91M5,B03MYK0,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Tyson Foods,United States of America,USA,Food Producers,No,medium,US9024941034,#N/A,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
Tyson Foods,United States of America,USA,Food Producers,No,medium,US9024941034,#N/A,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
U-Ming,Taiwan,TWN,Shipping,No,medium,TW0002606001,6911377,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
U-Ming,Taiwan,TWN,Shipping,No,medium,TW0002606001,6911377,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
UACJ,Japan,JPN,Aluminium,No,small,JP3826900007,B0N9WZ2,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
UACJ,Japan,JPN,Aluminium,No,small,JP3826900007,B0N9WZ2,01/11/2023,13/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No
UBS Group,Switzerland,CHE,Financials,No,large,CH0244767585,BRJL176,01/12/2024,05/04/2024,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
UDR,United States of America,USA,Financials,No,medium,US9026531049,2727910,01/12/2024,27/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
UGI Corp Hlds,United States of America,USA,Utilities,No,small,US9026811052,2910118,01/12/2024,26/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
UPL,India,IND,Chemicals,No,large,INE628A01036,B0L0W35,01/12/2024,25/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
UPL,India,IND,Chemicals,No,large,INE628A01036,B0L0W35,01/11/2023,03/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
UPM-Kymmene,Finland,FIN,Paper,No,large,FI0009005987,5051252,01/12/2024,05/01/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
UPM-Kymmene,Finland,FIN,Paper,No,large,FI0009005987,5051252,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
US Bancorp,United States of America,USA,Financials,No,large,US9029733048,2736035,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No
US Foods,United States of America,USA,Food Producers,No,small,US9120081099,BYVFC94,01/12/2024,05/03/2024,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
US Foods,United States of America,USA,Food Producers,No,small,US9120081099,BYVFC94,01/11/2023,28/04/2023,2,new,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Ube Industries,Japan,JPN,Cement,No,medium,JP3158800007,6910705,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Ube Industries,Japan,JPN,Cement,No,medium,JP3158800007,6910705,01/11/2023,08/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Uber Technologies,United States of America,USA,Consumer Services,No,large,US90353T1007,BK6N347,01/12/2024,04/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Uber Technologies,United States of America,USA,Consumer Services,No,large,US90353T1007,BK6N347,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Ulta Beauty,United States of America,USA,Consumer Services,No,medium,US90384S3031,B28TS42,01/12/2024,23/04/2024,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
UltraTech Cement,India,IND,Cement,Yes,large,INE481G01011,B01GZF6,01/12/2024,19/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
UltraTech Cement,India,IND,Cement,Yes,large,INE481G01011,B01GZF6,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Umicore,Belgium,BEL,Chemicals,No,medium,BE0974320526,BF44466,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Umicore,Belgium,BEL,Chemicals,No,medium,BE0974320526,BF44466,01/11/2023,23/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No
Uni-Charm,Japan,JPN,Consumer Goods,No,large,JP3951600000,6911485,01/12/2024,26/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Uni-president Enterprises,Taiwan,TWN,Food Producers,No,large,TW0001216000,6700393,01/12/2024,16/02/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Uni-president Enterprises,Taiwan,TWN,Food Producers,No,large,TW0001216000,6700393,01/11/2023,07/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Unibail Rodamco Westfield,France,FRA,Financials,No,medium,FR0013326246,BF2PQ09,01/12/2024,19/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Unicredit,Italy,ITA,Financials,No,large,IT0005239360,BYMXPS7,01/12/2024,05/03/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
Unilever,Netherlands,NLD,Consumer Goods,Yes,large,notfound,notfound,01/12/2024,05/03/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Unilever,Netherlands,NLD,Consumer Goods,Yes,large,notfound,notfound,01/11/2023,04/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Unimicron Technology,Taiwan,TWN,Industrials,No,large,TW0003037008,6137720,01/12/2024,26/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Union Pacific,United States of America,USA,Industrials,No,large,US9078181081,2914734,01/12/2024,05/03/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Union Pacific,United States of America,USA,Industrials,No,large,US9078181081,2914734,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Uniper,Germany,DEU,Electricity Utilities,No,medium,DE000UNSE018,BZ6CZ43,01/12/2024,03/05/2024,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
Uniper,Germany,DEU,Electricity Utilities,No,medium,DE000UNSE018,BZ6CZ43,01/11/2023,21/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
United Continental,United States of America,USA,Airlines,Yes,medium,US9100471096,B4QG225,01/12/2024,05/04/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
United Continental,United States of America,USA,Airlines,Yes,medium,US9100471096,B4QG225,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
United Microelectronics,Taiwan,TWN,Technology,No,large,TW0002303005,6916628,01/12/2024,30/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
United Microelectronics,Taiwan,TWN,Technology,No,large,TW0002303005,6916628,01/11/2023,12/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
United Overseas Bank,Singapore,SGP,Financials,No,large,SG1M31001969,6916781,01/12/2024,04/05/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
United Parcel Service,United States of America,USA,Industrials,No,large,US9113121068,2517382,01/12/2024,05/03/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
United Parcel Service,United States of America,USA,Industrials,No,large,US9113121068,2517382,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No
United Rentals,United States of America,USA,Industrials,No,medium,US9113631090,2134781,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
United Spirits,India,IND,Consumer Goods,No,large,INE854D01024,BYWFSB7,01/12/2024,27/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,Yes,No,No,No
United States Steel,United States of America,USA,Steel,No,small,US9129091081,2824770,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
United States Steel,United States of America,USA,Steel,No,small,US9129091081,2824770,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
United Therapeutics,United States of America,USA,Health Care,No,small,US91307C1027,2430412,01/12/2024,22/02/2024,2,new,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
United Tractors,Indonesia,IDN,Industrials,Yes,large,ID1000058407,6230845,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
United Tractors,Indonesia,IDN,Industrials,Yes,large,ID1000058407,6230845,01/11/2023,26/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
United Utilities Group,United Kingdom,GBR,Utilities,No,medium,GB00B39J2M42,B39J2M4,01/12/2024,05/03/2024,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Unitedhealth Group,United States of America,USA,Health Care,No,large,US91324P1021,2917766,01/12/2024,19/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No
Universal Health Services,United States of America,USA,Health Care,No,medium,US9139031002,2923785,01/12/2024,30/04/2024,1,new,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Usiminas,Brazil,BRA,Steel,No,medium,BRUSIMACNPA6;BRUSIMACNOR3,2386009;2193696,01/12/2024,05/03/2024,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No
Usiminas,Brazil,BRA,Steel,No,medium,BRUSIMACNPA6;BRUSIMACNOR3,2386009;2193696,01/11/2023,24/04/2023,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No,No,No,No,No
VICI Properties,United States of America,USA,Financials,No,medium,US9256521090,BYWH073,01/12/2024,29/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
VIVA Energy,Australia,AUS,Oil & Gas (Other),No,small,AU0000016875,BYQM3N1,01/12/2024,30/04/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Vale (Diversified mining),Brazil,BRA,Diversified Mining,Yes,large,BRVALEACNOR0;US91912E1055;US91912E2046;BRVALEACNPA3,2196286;2857334;2933900;2257127,01/12/2024,03/05/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Vale (Diversified mining),Brazil,BRA,Diversified Mining,Yes,large,BRVALEACNOR0;US91912E1055;US91912E2046;BRVALEACNPA3,2196286;2857334;2933900;2257127,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Valeo,France,FRA,Consumer Goods,No,medium,FR0013176526,BDC5ST8,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Valero Energy,United States of America,USA,Oil & Gas,Yes,large,US91913Y1001,2041364,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
Valero Energy,United States of America,USA,Oil & Gas,Yes,large,US91913Y1001,2041364,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
Vallourec,France,FRA,Steel,No,small,FR0013506730,BLGWF90,01/12/2024,19/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Vallourec,France,FRA,Steel,No,small,FR0013506730,BLGWF90,01/11/2023,19/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Valmont Inds,United States of America,USA,Industrials,No,small,US9202531011,2926825,01/12/2024,28/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No
Valvoline,United States of America,USA,Chemicals,No,small,US92047W1018,BDG22J3,01/12/2024,05/01/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Valvoline,United States of America,USA,Chemicals,No,small,US92047W1018,BDG22J3,01/11/2023,02/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
Varun Beveres,India,IND,Consumer Goods,No,large,INE200M01013,#N/A,01/12/2024,03/11/2023,1,new,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Vedanta (Aluminium),India,IND,Aluminium,Yes,large,INE205A01025,6136040,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Vedanta (Aluminium),India,IND,Aluminium,Yes,large,INE205A01025,6136040,01/11/2023,03/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Vedanta (Diversified mining),India,IND,Diversified Mining,No,large,INE205A01025,6136040,01/12/2024,03/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
